Date,Hour,Load
2/12/2008,3,8002.83
2/12/2008,4,8216.67
2/12/2008,5,8594.42
2/12/2008,6,9242.5
2/12/2008,7,10232.92
2/12/2008,8,9677.08
2/12/2008,9,8504.75
2/12/2008,10,7712
2/12/2008,11,6915.58
2/12/2008,12,6261.5
2/12/2008,13,5847.33
2/12/2008,14,5414.67
2/12/2008,15,5027.75
2/12/2008,16,5297.42
2/12/2008,17,5837.75
2/12/2008,18,6698.83
2/12/2008,19,7630.75
2/12/2008,20,7783.67
2/12/2008,21,7658.17
2/12/2008,22,7216
2/12/2008,23,6552.08
2/12/2008,24,5829
2/13/2008,1,5448
2/13/2008,2,5367.83
2/13/2008,3,5408.83
2/13/2008,4,5429.83
2/13/2008,5,5575.33
2/13/2008,6,6239.33
2/13/2008,7,7340.25
2/13/2008,8,7013.67
2/13/2008,9,6247.75
2/13/2008,10,5909
2/13/2008,11,5677
2/13/2008,12,5398.75
2/13/2008,13,5412.83
2/13/2008,14,5582.33
2/13/2008,15,5589.25
2/13/2008,16,5838.42
2/13/2008,17,6315.92
2/13/2008,18,7103
2/13/2008,19,7947
2/13/2008,20,8009.17
2/13/2008,21,7903.58
2/13/2008,22,7639.33
2/13/2008,23,7214.92
2/13/2008,24,6968
2/14/2008,1,6945.58
2/14/2008,2,7144.58
2/14/2008,3,7373.25
2/14/2008,4,7644.83
2/14/2008,5,8005.42
2/14/2008,6,8992
2/14/2008,7,10318.08
2/14/2008,8,10166.92
2/14/2008,9,9076.5
2/14/2008,10,8070.17
2/14/2008,11,7272.92
2/14/2008,12,6557.17
2/14/2008,13,5941.08
2/14/2008,14,5476.42
2/14/2008,15,5168.08
2/14/2008,16,5095
2/14/2008,17,5382.25
2/14/2008,18,6293.17
2/14/2008,19,7869.92
2/14/2008,20,8504
2/14/2008,21,8789.92
2/14/2008,22,8712.92
2/14/2008,23,8154.83
2/14/2008,24,7558.83
2/15/2008,1,7269.17
2/15/2008,2,7404.42
2/15/2008,3,7561.08
2/15/2008,4,7608.58
2/15/2008,5,7808.08
2/15/2008,6,8651.08
2/15/2008,7,9906.75
2/15/2008,8,9481.08
2/15/2008,9,8235.75
2/15/2008,10,7200.67
2/15/2008,11,6326.25
2/15/2008,12,5607.25
2/15/2008,13,5141.5
2/15/2008,14,4784.33
2/15/2008,15,4576.67
2/15/2008,16,4569.08
2/15/2008,17,4814.08
2/15/2008,18,5469.17
2/15/2008,19,6584.75
2/15/2008,20,6850.5
2/15/2008,21,6882.25
2/15/2008,22,6728.42
2/15/2008,23,6387.17
2/15/2008,24,5820
2/16/2008,1,5386.5
2/16/2008,2,5188.08
2/16/2008,3,5153
2/16/2008,4,5182.92
2/16/2008,5,5354.67
2/16/2008,6,5639.67
2/16/2008,7,6086.5
2/16/2008,8,6626.58
2/16/2008,9,7122.17
2/16/2008,10,6804
2/16/2008,11,6341.17
2/16/2008,12,5888.5
2/16/2008,13,5464.67
2/16/2008,14,5139.25
2/16/2008,15,4934.83
2/16/2008,16,4856.17
2/16/2008,17,5036.25
2/16/2008,18,5583.17
2/16/2008,19,6482.25
2/16/2008,20,6706.67
2/16/2008,21,6759.33
2/16/2008,22,6737.33
2/16/2008,23,6545.5
2/16/2008,24,6271.42
2/17/2008,1,6050.92
2/17/2008,2,6065
2/17/2008,3,6281
2/17/2008,4,6474.42
2/17/2008,5,6694.42
2/17/2008,6,7075.25
2/17/2008,7,7358.08
2/17/2008,8,7803.17
2/17/2008,9,8253.83
2/17/2008,10,8101.42
2/17/2008,11,7485
2/17/2008,12,6978.25
2/17/2008,13,6397.33
2/17/2008,14,5832.08
2/17/2008,15,5392.42
2/17/2008,16,5411.58
2/17/2008,17,5614.33
2/17/2008,18,5735.08
2/17/2008,19,6463
2/17/2008,20,6697.83
2/17/2008,21,6421.92
2/17/2008,22,5847.83
2/17/2008,23,5097.25
2/17/2008,24,4360.67
2/18/2008,1,3809
2/18/2008,2,3563.92
2/18/2008,3,3459.67
2/18/2008,4,3413
2/18/2008,5,3530.75
2/18/2008,6,4018.83
2/18/2008,7,4888.25
2/18/2008,8,5033.42
2/18/2008,9,4857.5
2/18/2008,10,4910.83
2/18/2008,11,4933.17
2/18/2008,12,4863.67
2/18/2008,13,4736
2/18/2008,14,4586.08
2/18/2008,15,4517.58
2/18/2008,16,4473
2/18/2008,17,4655.83
2/18/2008,18,5163.83
2/18/2008,19,6247.92
2/18/2008,20,6521.5
2/18/2008,21,6306
2/18/2008,22,5906.5
2/18/2008,23,5302.42
2/18/2008,24,4721.42
2/19/2008,1,4492.17
2/19/2008,2,4587.67
2/19/2008,3,4883.42
2/19/2008,4,5285.25
2/19/2008,5,5931.58
2/19/2008,6,7184.33
2/19/2008,7,8904.75
2/19/2008,8,8898.58
2/19/2008,9,7607.83
2/19/2008,10,6600.5
2/19/2008,11,6085.58
2/19/2008,12,5684
2/19/2008,13,5374.67
2/19/2008,14,5264
2/19/2008,15,5108.75
2/19/2008,16,5250.17
2/19/2008,17,5609.25
2/19/2008,18,6511.58
2/19/2008,19,7874.25
2/19/2008,20,8301.25
2/19/2008,21,8304.08
2/19/2008,22,8050.92
2/19/2008,23,7541.42
2/19/2008,24,6995
2/20/2008,1,6881.17
2/20/2008,2,7003
2/20/2008,3,7254.5
2/20/2008,4,7568.75
2/20/2008,5,8084.08
2/20/2008,6,9156.67
2/20/2008,7,10561.25
2/20/2008,8,10110.83
2/20/2008,9,8681.42
2/20/2008,10,7632.08
2/20/2008,11,6321.58
2/20/2008,12,5749.33
2/20/2008,13,5296.25
2/20/2008,14,4952.75
2/20/2008,15,4639.75
2/20/2008,16,4575.17
2/20/2008,17,4798.75
2/20/2008,18,5524.67
2/20/2008,19,6718.83
2/20/2008,20,6958.83
2/20/2008,21,6826.67
2/20/2008,22,6506
2/20/2008,23,6051.25
2/20/2008,24,5521.83
2/21/2008,1,5290.75
2/21/2008,2,5383.33
2/21/2008,3,5646.5
2/21/2008,4,6043.58
2/21/2008,5,6685.67
2/21/2008,6,7998.25
2/21/2008,7,9665.33
2/21/2008,8,9473.83
2/21/2008,9,8556.67
2/21/2008,10,7881.83
2/21/2008,11,7160.83
2/21/2008,12,6629.33
2/21/2008,13,6483.33
2/21/2008,14,6469.25
2/21/2008,15,6573.58
2/21/2008,16,6907.25
2/21/2008,17,7503
2/21/2008,18,8552.75
2/21/2008,19,9567.17
2/21/2008,20,9660.5
2/21/2008,21,9328.83
2/21/2008,22,8896.58
2/21/2008,23,8183.83
2/21/2008,24,7539.92
2/22/2008,1,7330.67
2/22/2008,2,7350.42
2/22/2008,3,7464.92
2/22/2008,4,7594.67
2/22/2008,5,7865.58
2/22/2008,6,8708.83
2/22/2008,7,9865.75
2/22/2008,8,9801.33
2/22/2008,9,9229.75
2/22/2008,10,8926.5
2/22/2008,11,8692.25
2/22/2008,12,8351.5
2/22/2008,13,8075.33
2/22/2008,14,7864
2/22/2008,15,7558.67
2/22/2008,16,7635.33
2/22/2008,17,7904.25
2/22/2008,18,8335.83
2/22/2008,19,8829.25
2/22/2008,20,8665.17
2/22/2008,21,8378.58
2/22/2008,22,7900.33
2/22/2008,23,7327.08
2/22/2008,24,6671.08
2/23/2008,1,6145.92
2/23/2008,2,5909.75
2/23/2008,3,5776.17
2/23/2008,4,5705.58
2/23/2008,5,5769
2/23/2008,6,5971.08
2/23/2008,7,6301.17
2/23/2008,8,6751.75
2/23/2008,9,7260.5
2/23/2008,10,7433.33
2/23/2008,11,7290.67
2/23/2008,12,7010.5
2/23/2008,13,6358.67
2/23/2008,14,5701.17
2/23/2008,15,5209.67
2/23/2008,16,5099.08
2/23/2008,17,5181.5
2/23/2008,18,5577.75
2/23/2008,19,6442.33
2/23/2008,20,6637.75
2/23/2008,21,6519.75
2/23/2008,22,6377.92
2/23/2008,23,6070.17
2/23/2008,24,5703.92
2/24/2008,1,5401.5
2/24/2008,2,5314.17
2/24/2008,3,5450.08
2/24/2008,4,5641.17
2/24/2008,5,5904.83
2/24/2008,6,6287.17
2/24/2008,7,6791.17
2/24/2008,8,7539.42
2/24/2008,9,8258.92
2/24/2008,10,8076.67
2/24/2008,11,7188
2/24/2008,12,6545
2/24/2008,13,6305.33
2/24/2008,14,6350.33
2/24/2008,15,6318.08
2/24/2008,16,6412.42
2/24/2008,17,6865.58
2/24/2008,18,7358.33
2/24/2008,19,8156.08
2/24/2008,20,8439.92
2/24/2008,21,8285.33
2/24/2008,22,7858.25
2/24/2008,23,7169.33
2/24/2008,24,6583.08
2/25/2008,1,6211.33
2/25/2008,2,6099.5
2/25/2008,3,6109.33
2/25/2008,4,6154.67
2/25/2008,5,6454.42
2/25/2008,6,7270.08
2/25/2008,7,8721.17
2/25/2008,8,8521.83
2/25/2008,9,7321.83
2/25/2008,10,6347
2/25/2008,11,5708.83
2/25/2008,12,5348.67
2/25/2008,13,5005.58
2/25/2008,14,4729.42
2/25/2008,15,4523.67
2/25/2008,16,4499.75
2/25/2008,17,4693
2/25/2008,18,5350.67
2/25/2008,19,6778.08
2/25/2008,20,7362.17
2/25/2008,21,7375.92
2/25/2008,22,7060.25
2/25/2008,23,6432.5
2/25/2008,24,5808.33
2/26/2008,1,5447.17
2/26/2008,2,5374.17
2/26/2008,3,5336.42
2/26/2008,4,5356.75
2/26/2008,5,5519.67
2/26/2008,6,6306.5
2/26/2008,7,7514.92
2/26/2008,8,7058.75
2/26/2008,9,6244.33
2/26/2008,10,5781
2/26/2008,11,5580.67
2/26/2008,12,5583.33
2/26/2008,13,5628.33
2/26/2008,14,5518.08
2/26/2008,15,5214.67
2/26/2008,16,5136.33
2/26/2008,17,5416.67
2/26/2008,18,6024.42
2/26/2008,19,6880.92
2/26/2008,20,7093.58
2/26/2008,21,6867.75
2/26/2008,22,6309.17
2/26/2008,23,5650.42
2/26/2008,24,5008.08
2/27/2008,1,4795.83
2/27/2008,2,4922
2/27/2008,3,5221
2/27/2008,4,5580
2/27/2008,5,6133.67
2/27/2008,6,7273.25
2/27/2008,7,8795.58
2/27/2008,8,8495.92
2/27/2008,9,7331.5
2/27/2008,10,6599.5
2/27/2008,11,6348.33
2/27/2008,12,6313.5
2/27/2008,13,5976.33
2/27/2008,14,5703.92
2/27/2008,15,5831.75
2/27/2008,16,6161.75
2/27/2008,17,6780.58
2/27/2008,18,7819.33
2/27/2008,19,9314.42
2/27/2008,20,9983.5
2/27/2008,21,10188.83
2/27/2008,22,9996.17
2/27/2008,23,9386.42
2/27/2008,24,8773.67
2/28/2008,1,8608.42
2/28/2008,2,8698.42
2/28/2008,3,8871.33
2/28/2008,4,9112.67
2/28/2008,5,9568.58
2/28/2008,6,10661.25
2/28/2008,7,12140.17
2/28/2008,8,11276.75
2/28/2008,9,9415.33
2/28/2008,10,8308.33
2/28/2008,11,7559.83
2/28/2008,12,6921.17
2/28/2008,13,6359
2/28/2008,14,5962.25
2/28/2008,15,5656.42
2/28/2008,16,5677.33
2/28/2008,17,6043
2/28/2008,18,7052.42
2/28/2008,19,8731.5
2/28/2008,20,9606.33
2/28/2008,21,9846.08
2/28/2008,22,9563.58
2/28/2008,23,8853.58
2/28/2008,24,8500.92
2/29/2008,1,8433.5
2/29/2008,2,8650.17
2/29/2008,3,8949.25
2/29/2008,4,9239.92
2/29/2008,5,9517.25
2/29/2008,6,10289.92
2/29/2008,7,11544.08
2/29/2008,8,11171.92
2/29/2008,9,9279.67
2/29/2008,10,7756.42
2/29/2008,11,6779.75
2/29/2008,12,6125.17
2/29/2008,13,5565.75
2/29/2008,14,5169.42
2/29/2008,15,4918.33
2/29/2008,16,4951.25
2/29/2008,17,5299.75
2/29/2008,18,6067.42
2/29/2008,19,7050.67
2/29/2008,20,7309.58
2/29/2008,21,7230.83
2/29/2008,22,6980.08
2/29/2008,23,6492.33
2/29/2008,24,5926.58
3/1/2008,1,5499.75
3/1/2008,2,5329
3/1/2008,3,5321.08
3/1/2008,4,5370.75
3/1/2008,5,5524.83
3/1/2008,6,5868.58
3/1/2008,7,6348.17
3/1/2008,8,6794.67
3/1/2008,9,6942.42
3/1/2008,10,6670.25
3/1/2008,11,6076.5
3/1/2008,12,5622.33
3/1/2008,13,5236.83
3/1/2008,14,4940.92
3/1/2008,15,4768.83
3/1/2008,16,4674.5
3/1/2008,17,4784.67
3/1/2008,18,5047.17
3/1/2008,19,5919.5
3/1/2008,20,6269
3/1/2008,21,5976.42
3/1/2008,22,5609.58
3/1/2008,23,5393.75
3/1/2008,24,5069.42
3/2/2008,1,4960.75
3/2/2008,2,5140.5
3/2/2008,3,5339.58
3/2/2008,4,5635.75
3/2/2008,5,5986.75
3/2/2008,6,6479.17
3/2/2008,7,7055.17
3/2/2008,8,7733.25
3/2/2008,9,7641.08
3/2/2008,10,7037.25
3/2/2008,11,6413.92
3/2/2008,12,5668.33
3/2/2008,13,5302.5
3/2/2008,14,4983.42
3/2/2008,15,4822.92
3/2/2008,16,4730.08
3/2/2008,17,4883
3/2/2008,18,5266.5
3/2/2008,19,6250.25
3/2/2008,20,6894.08
3/2/2008,21,6983
3/2/2008,22,6671.92
3/2/2008,23,6042.83
3/2/2008,24,5484.92
3/3/2008,1,5241.5
3/3/2008,2,5331.58
3/3/2008,3,5558.08
3/3/2008,4,5920.83
3/3/2008,5,6507.67
3/3/2008,6,7672.17
3/3/2008,7,9193.25
3/3/2008,8,8670
3/3/2008,9,6946.92
3/3/2008,10,5771.75
3/3/2008,11,5148.83
3/3/2008,12,4768.67
3/3/2008,13,4510.08
3/3/2008,14,4370.92
3/3/2008,15,4249.5
3/3/2008,16,4252.58
3/3/2008,17,4435.58
3/3/2008,18,4956.17
3/3/2008,19,6110.33
3/3/2008,20,6539
3/3/2008,21,6350.42
3/3/2008,22,5744.92
3/3/2008,23,4971.58
3/3/2008,24,4157.25
3/4/2008,1,3683.17
3/4/2008,2,3485.33
3/4/2008,3,3427.92
3/4/2008,4,3450.58
3/4/2008,5,3616.83
3/4/2008,6,4360.42
3/4/2008,7,5641.75
3/4/2008,8,5481.25
3/4/2008,9,4831.17
3/4/2008,10,4551.33
3/4/2008,11,4430.25
3/4/2008,12,4395.5
3/4/2008,13,4361.33
3/4/2008,14,4317.33
3/4/2008,15,4288.92
3/4/2008,16,4373.08
3/4/2008,17,4581.92
3/4/2008,18,5229
3/4/2008,19,6265.5
3/4/2008,20,6481.08
3/4/2008,21,6161.58
3/4/2008,22,5616.67
3/4/2008,23,4858.42
3/4/2008,24,4062.75
3/5/2008,1,3576.75
3/5/2008,2,3385.75
3/5/2008,3,3343.75
3/5/2008,4,3381.17
3/5/2008,5,3584.67
3/5/2008,6,4362.67
3/5/2008,7,5757.5
3/5/2008,8,5703.67
3/5/2008,9,5069.25
3/5/2008,10,4744
3/5/2008,11,4537.42
3/5/2008,12,4435.83
3/5/2008,13,4349.08
3/5/2008,14,4277.58
3/5/2008,15,4198.92
3/5/2008,16,4252.17
3/5/2008,17,4453.83
3/5/2008,18,4894.08
3/5/2008,19,5894.92
3/5/2008,20,6463.33
3/5/2008,21,6425
3/5/2008,22,6100.58
3/5/2008,23,5498
3/5/2008,24,4882
3/6/2008,1,4610.75
3/6/2008,2,4635.33
3/6/2008,3,4833.83
3/6/2008,4,5112.75
3/6/2008,5,5579.92
3/6/2008,6,6727.33
3/6/2008,7,8307.25
3/6/2008,8,7918.58
3/6/2008,9,6564.75
3/6/2008,10,5641.17
3/6/2008,11,5045.58
3/6/2008,12,4656
3/6/2008,13,4416.92
3/6/2008,14,4288.67
3/6/2008,15,4214.17
3/6/2008,16,4250.08
3/6/2008,17,4427.33
3/6/2008,18,4849.42
3/6/2008,19,5861.17
3/6/2008,20,6436.25
3/6/2008,21,6399.33
3/6/2008,22,6022.58
3/6/2008,23,5391.25
3/6/2008,24,4705.92
3/7/2008,1,4357.67
3/7/2008,2,4311
3/7/2008,3,4384.75
3/7/2008,4,4518.17
3/7/2008,5,4854.08
3/7/2008,6,5740.5
3/7/2008,7,7053.58
3/7/2008,8,6976.17
3/7/2008,9,6415.25
3/7/2008,10,6248.42
3/7/2008,11,6150.25
3/7/2008,12,6054.92
3/7/2008,13,5958.42
3/7/2008,14,5838.33
3/7/2008,15,5710.92
3/7/2008,16,5749
3/7/2008,17,6018.33
3/7/2008,18,6285.5
3/7/2008,19,6634
3/7/2008,20,6538.58
3/7/2008,21,6207.92
3/7/2008,22,5858.17
3/7/2008,23,5397.83
3/7/2008,24,4829.83
3/8/2008,1,4361.83
3/8/2008,2,4107
3/8/2008,3,3974
3/8/2008,4,3837.83
3/8/2008,5,3772.5
3/8/2008,6,3875.58
3/8/2008,7,4133
3/8/2008,8,4506.83
3/8/2008,9,5122.67
3/8/2008,10,5505.75
3/8/2008,11,5514.33
3/8/2008,12,5386.58
3/8/2008,13,5255.58
3/8/2008,14,5072.25
3/8/2008,15,5058.58
3/8/2008,16,5082.58
3/8/2008,17,5538.33
3/8/2008,18,6284.75
3/8/2008,19,6949.25
3/8/2008,20,7535.67
3/8/2008,21,7756.83
3/8/2008,22,7719.83
3/8/2008,23,7466.58
3/8/2008,24,7153.92
3/9/2008,1,6931.42
3/9/2008,3,6997
3/9/2008,4,7213.33
3/9/2008,5,7386.58
3/9/2008,6,7726.5
3/9/2008,7,8187.5
3/9/2008,8,8856.17
3/9/2008,9,9374.58
3/9/2008,10,9090.75
3/9/2008,11,8296.33
3/9/2008,12,7510.17
3/9/2008,13,6964.25
3/9/2008,14,6431.92
3/9/2008,15,5983.5
3/9/2008,16,5549.5
3/9/2008,17,5460.83
3/9/2008,18,5587.92
3/9/2008,19,6048.92
3/9/2008,20,7191.75
3/9/2008,21,8057.25
3/9/2008,22,8083.75
3/9/2008,23,7620.5
3/9/2008,24,7040.08
3/10/2008,1,6798.25
3/10/2008,2,6903.17
3/10/2008,3,7176.5
3/10/2008,4,7492.33
3/10/2008,5,8023.75
3/10/2008,6,9017.42
3/10/2008,7,10450.58
3/10/2008,8,10388
3/10/2008,9,9223.58
3/10/2008,10,7824
3/10/2008,11,6742.92
3/10/2008,12,5928.92
3/10/2008,13,5312.17
3/10/2008,14,4933.58
3/10/2008,15,4624.5
3/10/2008,16,4461.25
3/10/2008,17,4589.75
3/10/2008,18,4947.75
3/10/2008,19,5450.08
3/10/2008,20,6376.5
3/10/2008,21,6976.08
3/10/2008,22,6676.83
3/10/2008,23,5967.67
3/10/2008,24,5173.5
3/11/2008,1,4748.92
3/11/2008,2,4657.75
3/11/2008,3,4777
3/11/2008,4,4964.67
3/11/2008,5,5374.08
3/11/2008,6,6464.67
3/11/2008,7,8032.5
3/11/2008,8,8200.5
3/11/2008,9,7245.5
3/11/2008,10,6167.67
3/11/2008,11,5455.17
3/11/2008,12,4928.08
3/11/2008,13,4616.42
3/11/2008,14,4441.75
3/11/2008,15,4290.42
3/11/2008,16,4255.42
3/11/2008,17,4456.08
3/11/2008,18,4871
3/11/2008,19,5403.25
3/11/2008,20,6236.25
3/11/2008,21,6543.33
3/11/2008,22,6183.17
3/11/2008,23,5470.92
3/11/2008,24,4664.83
3/12/2008,1,4199
3/12/2008,2,4085.33
3/12/2008,3,4140.33
3/12/2008,4,4317.83
3/12/2008,5,4700.33
3/12/2008,6,5752.42
3/12/2008,7,7328.83
3/12/2008,8,7437.67
3/12/2008,9,6533.33
3/12/2008,10,5722.83
3/12/2008,11,5216
3/12/2008,12,4847.75
3/12/2008,13,4601.5
3/12/2008,14,4465.17
3/12/2008,15,4343.08
3/12/2008,16,4269.75
3/12/2008,17,4377.5
3/12/2008,18,4741.75
3/12/2008,19,5098.75
3/12/2008,20,5833.33
3/12/2008,21,6417
3/12/2008,22,6183.42
3/12/2008,23,5575.17
3/12/2008,24,4895.17
3/13/2008,1,4594.17
3/13/2008,2,4623.5
3/13/2008,3,4822.58
3/13/2008,4,5155.5
3/13/2008,5,5594.42
3/13/2008,6,6684.25
3/13/2008,7,8254.25
3/13/2008,8,8173.42
3/13/2008,9,7162.92
3/13/2008,10,6033
3/13/2008,11,5274.25
3/13/2008,12,4750.42
3/13/2008,13,4449.75
3/13/2008,14,4292.67
3/13/2008,15,4237.92
3/13/2008,16,4264.75
3/13/2008,17,4414.5
3/13/2008,18,4707.58
3/13/2008,19,5082.92
3/13/2008,20,5814.67
3/13/2008,21,6290.67
3/13/2008,22,5910.67
3/13/2008,23,5156.92
3/13/2008,24,4296.58
3/14/2008,1,3755.25
3/14/2008,2,3510.42
3/14/2008,3,3447.83
3/14/2008,4,3475.58
3/14/2008,5,3716.83
3/14/2008,6,4529.83
3/14/2008,7,5905.83
3/14/2008,8,6026.17
3/14/2008,9,5464.67
3/14/2008,10,5221.33
3/14/2008,11,5021.58
3/14/2008,12,4768.42
3/14/2008,13,4460.83
3/14/2008,14,4266
3/14/2008,15,4209.08
3/14/2008,16,4200.33
3/14/2008,17,4336.08
3/14/2008,18,4532
3/14/2008,19,4766.08
3/14/2008,20,5230.75
3/14/2008,21,5612.75
3/14/2008,22,5424
3/14/2008,23,4999.08
3/14/2008,24,4408.92
3/15/2008,1,3896.17
3/15/2008,2,3600.25
3/15/2008,3,3461.33
3/15/2008,4,3462.25
3/15/2008,5,3536.33
3/15/2008,6,3761.25
3/15/2008,7,4240.75
3/15/2008,8,4847
3/15/2008,9,5416
3/15/2008,10,5487.92
3/15/2008,11,5301.33
3/15/2008,12,5076.33
3/15/2008,13,4880.58
3/15/2008,14,4815.33
3/15/2008,15,4805.75
3/15/2008,16,4678.67
3/15/2008,17,4754.42
3/15/2008,18,5179.17
3/15/2008,19,5452.5
3/15/2008,20,5791.75
3/15/2008,21,5802.58
3/15/2008,22,5471.08
3/15/2008,23,5055.42
3/15/2008,24,4507.25
3/16/2008,1,3999.17
3/16/2008,2,3745.92
3/16/2008,3,3642.25
3/16/2008,4,3622.58
3/16/2008,5,3691.5
3/16/2008,6,3834.25
3/16/2008,7,4295.92
3/16/2008,8,5009.92
3/16/2008,9,5927.83
3/16/2008,10,6344.5
3/16/2008,11,5902.75
3/16/2008,12,5559.67
3/16/2008,13,5411.58
3/16/2008,14,5221.58
3/16/2008,15,4967.83
3/16/2008,16,4854.42
3/16/2008,17,4886.5
3/16/2008,18,5038.58
3/16/2008,19,5253.25
3/16/2008,20,5918.33
3/16/2008,21,6621.25
3/16/2008,22,6360.92
3/16/2008,23,5687.83
3/16/2008,24,4987
3/17/2008,1,4637.5
3/17/2008,2,4639.42
3/17/2008,3,4824.08
3/17/2008,4,5112.08
3/17/2008,5,5683.75
3/17/2008,6,6909.75
3/17/2008,7,8721
3/17/2008,8,8828.83
3/17/2008,9,7842.83
3/17/2008,10,6960.25
3/17/2008,11,6227.08
3/17/2008,12,5700.17
3/17/2008,13,5309.17
3/17/2008,14,4978.5
3/17/2008,15,4685
3/17/2008,16,4559.75
3/17/2008,17,4704.5
3/17/2008,18,5194.58
3/17/2008,19,5824.08
3/17/2008,20,6605.75
3/17/2008,21,7252.58
3/17/2008,22,7069.17
3/17/2008,23,6530.33
3/17/2008,24,5911.08
3/18/2008,1,5640.08
3/18/2008,2,5716.5
3/18/2008,3,5850.42
3/18/2008,4,5967.08
3/18/2008,5,6297.42
3/18/2008,6,7286.25
3/18/2008,7,8627.58
3/18/2008,8,8437
3/18/2008,9,7591.67
3/18/2008,10,7048.75
3/18/2008,11,6737.08
3/18/2008,12,6257.92
3/18/2008,13,5665.92
3/18/2008,14,5200.75
3/18/2008,15,4818.75
3/18/2008,16,4831.92
3/18/2008,17,5431.83
3/18/2008,18,5745.33
3/18/2008,19,6132.58
3/18/2008,20,6742.42
3/18/2008,21,7021.5
3/18/2008,22,6529.08
3/18/2008,23,5808.08
3/18/2008,24,5042.58
3/19/2008,1,4493
3/19/2008,2,4259
3/19/2008,3,4132.25
3/19/2008,4,4069.08
3/19/2008,5,4175.33
3/19/2008,6,4841.58
3/19/2008,7,6006.33
3/19/2008,8,5817.5
3/19/2008,9,5097.25
3/19/2008,10,4815.67
3/19/2008,11,4639.92
3/19/2008,12,4459.5
3/19/2008,13,4375.17
3/19/2008,14,4323.83
3/19/2008,15,4314.75
3/19/2008,16,4376.42
3/19/2008,17,4567.58
3/19/2008,18,4994.92
3/19/2008,19,5448.08
3/19/2008,20,5961.08
3/19/2008,21,6217.67
3/19/2008,22,5871.33
3/19/2008,23,5213.5
3/19/2008,24,4396.83
3/20/2008,1,3850.83
3/20/2008,2,3552.83
3/20/2008,3,3371.5
3/20/2008,4,3275.83
3/20/2008,5,3351.58
3/20/2008,6,3945.17
3/20/2008,7,5153.83
3/20/2008,8,5344.33
3/20/2008,9,5042.42
3/20/2008,10,4999.42
3/20/2008,11,4861.75
3/20/2008,12,4705.83
3/20/2008,13,4613.33
3/20/2008,14,4519.58
3/20/2008,15,4439.83
3/20/2008,16,4381.92
3/20/2008,17,4509.42
3/20/2008,18,4838.25
3/20/2008,19,5098.67
3/20/2008,20,5653.67
3/20/2008,21,6307.5
3/20/2008,22,6254.75
3/20/2008,23,5969.17
3/20/2008,24,5482.25
3/21/2008,1,5099.33
3/21/2008,2,5052.42
3/21/2008,3,5140.42
3/21/2008,4,5339.25
3/21/2008,5,5690.08
3/21/2008,6,6343.08
3/21/2008,7,7218.5
3/21/2008,8,7767.25
3/21/2008,9,7670.25
3/21/2008,10,6956.67
3/21/2008,11,6324.92
3/21/2008,12,5718.08
3/21/2008,13,5188.17
3/21/2008,14,4828.75
3/21/2008,15,4580
3/21/2008,16,4505.58
3/21/2008,17,4561.75
3/21/2008,18,4696.08
3/21/2008,19,4791.83
3/21/2008,20,5152.42
3/21/2008,21,5639.5
3/21/2008,22,5561.83
3/21/2008,23,5308.25
3/21/2008,24,4891.83
3/22/2008,1,4509.5
3/22/2008,2,4280.42
3/22/2008,3,4182.92
3/22/2008,4,4181.92
3/22/2008,5,4201.42
3/22/2008,6,4406.83
3/22/2008,7,4722.92
3/22/2008,8,5167.58
3/22/2008,9,5756.42
3/22/2008,10,5785.92
3/22/2008,11,5445.33
3/22/2008,12,5163.83
3/22/2008,13,4890.33
3/22/2008,14,4740.17
3/22/2008,15,4658.08
3/22/2008,16,4649.58
3/22/2008,17,4746.83
3/22/2008,18,4832.5
3/22/2008,19,4928.83
3/22/2008,20,5234.67
3/22/2008,21,5723.67
3/22/2008,22,5605.67
3/22/2008,23,5178.58
3/22/2008,24,4605.42
3/23/2008,1,4142.92
3/23/2008,2,3882.33
3/23/2008,3,3832.67
3/23/2008,4,3938.75
3/23/2008,5,4166.17
3/23/2008,6,4668.58
3/23/2008,7,5362.58
3/23/2008,8,6275
3/23/2008,9,7017.67
3/23/2008,10,6982.33
3/23/2008,11,6416.5
3/23/2008,12,5862.67
3/23/2008,13,5566.25
3/23/2008,14,5281.92
3/23/2008,15,4954.92
3/23/2008,16,4773.25
3/23/2008,17,4712.75
3/23/2008,18,4797.83
3/23/2008,19,4937.5
3/23/2008,20,5612.92
3/23/2008,21,6346.92
3/23/2008,22,6184.08
3/23/2008,23,5782
3/23/2008,24,5329.17
3/24/2008,1,5024.25
3/24/2008,2,4984.83
3/24/2008,3,5077.17
3/24/2008,4,5290.75
3/24/2008,5,5671.33
3/24/2008,6,6405.75
3/24/2008,7,7417.67
3/24/2008,8,7571.83
3/24/2008,9,7416.67
3/24/2008,10,7388.58
3/24/2008,11,7071.92
3/24/2008,12,6540.42
3/24/2008,13,6075.58
3/24/2008,14,5676
3/24/2008,15,5403.17
3/24/2008,16,5543.67
3/24/2008,17,5906.83
3/24/2008,18,6453.5
3/24/2008,19,7023.58
3/24/2008,20,7621.42
3/24/2008,21,8029.92
3/24/2008,22,7718.58
3/24/2008,23,7142.42
3/24/2008,24,6561.33
3/25/2008,1,6340.83
3/25/2008,2,6364.83
3/25/2008,3,6537.67
3/25/2008,4,6773.58
3/25/2008,5,7220.75
3/25/2008,6,8161
