Trend,Date,Hour,Load
3094,5/9/2005,23,4173
3095,5/9/2005,24,3212
3096,5/10/2005,1,2602
3097,5/10/2005,2,2339
3098,5/10/2005,3,2219
3099,5/10/2005,4,2205
3100,5/10/2005,5,2322
3101,5/10/2005,6,2911
3102,5/10/2005,7,3935
3103,5/10/2005,8,3835
3104,5/10/2005,9,3318
3105,5/10/2005,10,3127
3106,5/10/2005,11,3125
3107,5/10/2005,12,3233
3108,5/10/2005,13,3378
3109,5/10/2005,14,3604
3110,5/10/2005,15,3862
3111,5/10/2005,16,4269
3112,5/10/2005,17,4699
3113,5/10/2005,18,5120
3114,5/10/2005,19,5320
3115,5/10/2005,20,5391
3116,5/10/2005,21,5613
3117,5/10/2005,22,5514
3118,5/10/2005,23,4782
3119,5/10/2005,24,3920
3120,5/11/2005,1,3289
3121,5/11/2005,2,2983
3122,5/11/2005,3,2812
3123,5/11/2005,4,2772
3124,5/11/2005,5,2848
3125,5/11/2005,6,3139
3126,5/11/2005,7,3832
3127,5/11/2005,8,3861
3128,5/11/2005,9,3481
3129,5/11/2005,10,3705
3130,5/11/2005,11,3991
3131,5/11/2005,12,4266
3132,5/11/2005,13,4644
3133,5/11/2005,14,5120
3134,5/11/2005,15,5502
3135,5/11/2005,16,5968
3136,5/11/2005,17,6452
3137,5/11/2005,18,6859
3138,5/11/2005,19,7013
3139,5/11/2005,20,6804
3140,5/11/2005,21,6873
3141,5/11/2005,22,6660
3142,5/11/2005,23,5643
3143,5/11/2005,24,4499
3144,5/12/2005,1,3754
3145,5/12/2005,2,3333
3146,5/12/2005,3,3139
3147,5/12/2005,4,3005
3148,5/12/2005,5,3037
3149,5/12/2005,6,3460
3150,5/12/2005,7,4364
3151,5/12/2005,8,4384
3152,5/12/2005,9,4164
3153,5/12/2005,10,4279
3154,5/12/2005,11,4674
3155,5/12/2005,12,5199
3156,5/12/2005,13,5727
3157,5/12/2005,14,6225
3158,5/12/2005,15,6627
3159,5/12/2005,16,6863
3160,5/12/2005,17,7296
3161,5/12/2005,18,7688
3162,5/12/2005,19,7412
3163,5/12/2005,20,7040
3164,5/12/2005,21,6880
3165,5/12/2005,22,6450
3166,5/12/2005,23,5528
3167,5/12/2005,24,4442
3168,5/13/2005,1,3695
3169,5/13/2005,2,3291
3170,5/13/2005,3,3075
3171,5/13/2005,4,2957
3172,5/13/2005,5,2996
3173,5/13/2005,6,3384
3174,5/13/2005,7,4271
3175,5/13/2005,8,4298
3176,5/13/2005,9,3941
3177,5/13/2005,10,3818
3178,5/13/2005,11,3764
3179,5/13/2005,12,3735
3180,5/13/2005,13,3694
3181,5/13/2005,14,3692
3182,5/13/2005,15,3664
3183,5/13/2005,16,3774
3184,5/13/2005,17,3950
3185,5/13/2005,18,4140
3186,5/13/2005,19,4302
3187,5/13/2005,20,4338
3188,5/13/2005,21,4619
3189,5/13/2005,22,4600
3190,5/13/2005,23,4315
3191,5/13/2005,24,3739
3192,5/14/2005,1,3241
3193,5/14/2005,2,2973
3194,5/14/2005,3,2813
3195,5/14/2005,4,2751
3196,5/14/2005,5,2759
3197,5/14/2005,6,2859
3198,5/14/2005,7,3018
3199,5/14/2005,8,3462
3200,5/14/2005,9,3980
3201,5/14/2005,10,4230
3202,5/14/2005,11,4428
3203,5/14/2005,12,4706
3204,5/14/2005,13,4979
3205,5/14/2005,14,5283
3206,5/14/2005,15,5624
3207,5/14/2005,16,5942
3208,5/14/2005,17,6244
3209,5/14/2005,18,6301
3210,5/14/2005,19,6184
3211,5/14/2005,20,5923
3212,5/14/2005,21,5980
3213,5/14/2005,22,5878
3214,5/14/2005,23,5317
3215,5/14/2005,24,4586
3216,5/15/2005,1,3884
3217,5/15/2005,2,3467
3218,5/15/2005,3,3233
3219,5/15/2005,4,3074
3220,5/15/2005,5,3004
3221,5/15/2005,6,3008
3222,5/15/2005,7,3076
3223,5/15/2005,8,3518
3224,5/15/2005,9,4333
3225,5/15/2005,10,4929
3226,5/15/2005,11,5310
3227,5/15/2005,12,5395
3228,5/15/2005,13,5666
3229,5/15/2005,14,6006
3230,5/15/2005,15,6192
3231,5/15/2005,16,6329
3232,5/15/2005,17,6150
3233,5/15/2005,18,5992
3234,5/15/2005,19,5768
3235,5/15/2005,20,5655
3236,5/15/2005,21,5798
3237,5/15/2005,22,5711
3238,5/15/2005,23,4992
3239,5/15/2005,24,4088
3240,5/16/2005,1,3442
3241,5/16/2005,2,3119
3242,5/16/2005,3,2986
3243,5/16/2005,4,2906
3244,5/16/2005,5,2962
3245,5/16/2005,6,3385
3246,5/16/2005,7,4242
3247,5/16/2005,8,4239
3248,5/16/2005,9,3924
3249,5/16/2005,10,3941
3250,5/16/2005,11,4080
3251,5/16/2005,12,4264
3252,5/16/2005,13,4468
3253,5/16/2005,14,4751
3254,5/16/2005,15,4916
3255,5/16/2005,16,5140
3256,5/16/2005,17,5520
3257,5/16/2005,18,5847
3258,5/16/2005,19,5930
3259,5/16/2005,20,5755
3260,5/16/2005,21,5999
3261,5/16/2005,22,5790
3262,5/16/2005,23,4904
3263,5/16/2005,24,3941
3264,5/17/2005,1,3255
3265,5/17/2005,2,2974
3266,5/17/2005,3,2845
3267,5/17/2005,4,2780
3268,5/17/2005,5,2867
3269,5/17/2005,6,3335
3270,5/17/2005,7,4215
3271,5/17/2005,8,4164
3272,5/17/2005,9,3781
3273,5/17/2005,10,3712
3274,5/17/2005,11,3747
3275,5/17/2005,12,3921
3276,5/17/2005,13,4138
3277,5/17/2005,14,4415
3278,5/17/2005,15,4682
3279,5/17/2005,16,5006
3280,5/17/2005,17,5423
3281,5/17/2005,18,5790
3282,5/17/2005,19,5882
3283,5/17/2005,20,5699
3284,5/17/2005,21,5797
3285,5/17/2005,22,5758
3286,5/17/2005,23,4845
3287,5/17/2005,24,3888
3288,5/18/2005,1,3249
3289,5/18/2005,2,2949
3290,5/18/2005,3,2813
3291,5/18/2005,4,2756
3292,5/18/2005,5,2835
3293,5/18/2005,6,3329
3294,5/18/2005,7,4213
3295,5/18/2005,8,4191
3296,5/18/2005,9,3781
3297,5/18/2005,10,3724
3298,5/18/2005,11,3783
3299,5/18/2005,12,3948
3300,5/18/2005,13,4216
3301,5/18/2005,14,4593
3302,5/18/2005,15,4947
3303,5/18/2005,16,5270
3304,5/18/2005,17,5767
3305,5/18/2005,18,6205
3306,5/18/2005,19,6347
3307,5/18/2005,20,6086
3308,5/18/2005,21,6191
3309,5/18/2005,22,6126
3310,5/18/2005,23,5304
3311,5/18/2005,24,4247
3312,5/19/2005,1,3537
3313,5/19/2005,2,3170
3314,5/19/2005,3,2971
3315,5/19/2005,4,2880
3316,5/19/2005,5,2945
3317,5/19/2005,6,3378
3318,5/19/2005,7,4297
3319,5/19/2005,8,4212
3320,5/19/2005,9,3845
3321,5/19/2005,10,3820
3322,5/19/2005,11,3983
3323,5/19/2005,12,4264
3324,5/19/2005,13,4610
3325,5/19/2005,14,4985
3326,5/19/2005,15,5349
3327,5/19/2005,16,5478
3328,5/19/2005,17,5419
3329,5/19/2005,18,5556
3330,5/19/2005,19,5634
3331,5/19/2005,20,5680
3332,5/19/2005,21,5816
3333,5/19/2005,22,5589
3334,5/19/2005,23,4946
3335,5/19/2005,24,4068
3336,5/20/2005,1,3448
3337,5/20/2005,2,3129
3338,5/20/2005,3,2984
3339,5/20/2005,4,2895
3340,5/20/2005,5,2953
3341,5/20/2005,6,3354
3342,5/20/2005,7,4242
3343,5/20/2005,8,4292
3344,5/20/2005,9,4033
3345,5/20/2005,10,4020
3346,5/20/2005,11,4037
3347,5/20/2005,12,4131
3348,5/20/2005,13,4310
3349,5/20/2005,14,4563
3350,5/20/2005,15,4830
3351,5/20/2005,16,5141
3352,5/20/2005,17,5220
3353,5/20/2005,18,5128
3354,5/20/2005,19,4911
3355,5/20/2005,20,4695
3356,5/20/2005,21,4684
3357,5/20/2005,22,4530
3358,5/20/2005,23,4164
3359,5/20/2005,24,3633
3360,5/21/2005,1,3181
3361,5/21/2005,2,2928
3362,5/21/2005,3,2816
3363,5/21/2005,4,2782
3364,5/21/2005,5,2805
3365,5/21/2005,6,2937
3366,5/21/2005,7,3153
3367,5/21/2005,8,3562
3368,5/21/2005,9,4069
3369,5/21/2005,10,4282
3370,5/21/2005,11,4275
3371,5/21/2005,12,4192
3372,5/21/2005,13,4156
3373,5/21/2005,14,4151
3374,5/21/2005,15,4209
3375,5/21/2005,16,4372
3376,5/21/2005,17,4558
3377,5/21/2005,18,4673
3378,5/21/2005,19,4676
3379,5/21/2005,20,4524
3380,5/21/2005,21,4584
3381,5/21/2005,22,4700
3382,5/21/2005,23,4355
3383,5/21/2005,24,3785
3384,5/22/2005,1,3259
3385,5/22/2005,2,2960
3386,5/22/2005,3,2808
3387,5/22/2005,4,2759
3388,5/22/2005,5,2773
3389,5/22/2005,6,2831
3390,5/22/2005,7,2922
3391,5/22/2005,8,3444
3392,5/22/2005,9,4043
3393,5/22/2005,10,4363
3394,5/22/2005,11,4315
3395,5/22/2005,12,4282
3396,5/22/2005,13,4403
3397,5/22/2005,14,4604
3398,5/22/2005,15,4818
3399,5/22/2005,16,5102
3400,5/22/2005,17,5430
3401,5/22/2005,18,5658
3402,5/22/2005,19,5581
3403,5/22/2005,20,5466
3404,5/22/2005,21,5635
3405,5/22/2005,22,5634
3406,5/22/2005,23,4864
3407,5/22/2005,24,3959
3408,5/23/2005,1,3322
3409,5/23/2005,2,3020
3410,5/23/2005,3,2896
3411,5/23/2005,4,2827
3412,5/23/2005,5,2901
3413,5/23/2005,6,3345
3414,5/23/2005,7,4187
3415,5/23/2005,8,4185
3416,5/23/2005,9,3891
3417,5/23/2005,10,3893
3418,5/23/2005,11,4175
3419,5/23/2005,12,4548
3420,5/23/2005,13,4957
3421,5/23/2005,14,5335
3422,5/23/2005,15,5654
3423,5/23/2005,16,5870
3424,5/23/2005,17,6278
3425,5/23/2005,18,6664
3426,5/23/2005,19,6734
3427,5/23/2005,20,6445
3428,5/23/2005,21,6332
3429,5/23/2005,22,6162
3430,5/23/2005,23,5204
3431,5/23/2005,24,4213
3432,5/24/2005,1,3482
3433,5/24/2005,2,3122
3434,5/24/2005,3,2949
3435,5/24/2005,4,2867
3436,5/24/2005,5,2904
3437,5/24/2005,6,3348
3438,5/24/2005,7,4166
3439,5/24/2005,8,4179
3440,5/24/2005,9,3862
3441,5/24/2005,10,3902
3442,5/24/2005,11,4004
3443,5/24/2005,12,4015
3444,5/24/2005,13,3923
3445,5/24/2005,14,3924
3446,5/24/2005,15,4160
3447,5/24/2005,16,4325
3448,5/24/2005,17,4440
3449,5/24/2005,18,4669
3450,5/24/2005,19,4752
3451,5/24/2005,20,4814
3452,5/24/2005,21,5024
3453,5/24/2005,22,4973
3454,5/24/2005,23,4341
3455,5/24/2005,24,3575
3456,5/25/2005,1,3065
3457,5/25/2005,2,2868
3458,5/25/2005,3,2769
3459,5/25/2005,4,2746
3460,5/25/2005,5,2864
3461,5/25/2005,6,3346
3462,5/25/2005,7,4226
3463,5/25/2005,8,4200
3464,5/25/2005,9,3830
3465,5/25/2005,10,3685
3466,5/25/2005,11,3674
3467,5/25/2005,12,3645
3468,5/25/2005,13,3640
3469,5/25/2005,14,3662
3470,5/25/2005,15,3692
3471,5/25/2005,16,3748
3472,5/25/2005,17,3944
3473,5/25/2005,18,4297
3474,5/25/2005,19,4612
3475,5/25/2005,20,4696
3476,5/25/2005,21,4899
3477,5/25/2005,22,4896
3478,5/25/2005,23,4449
3479,5/25/2005,24,3677
3480,5/26/2005,1,3131
3481,5/26/2005,2,2899
3482,5/26/2005,3,2797
3483,5/26/2005,4,2770
3484,5/26/2005,5,2877
3485,5/26/2005,6,3330
3486,5/26/2005,7,4059
3487,5/26/2005,8,4130
3488,5/26/2005,9,3860
3489,5/26/2005,10,3812
3490,5/26/2005,11,3925
3491,5/26/2005,12,4025
3492,5/26/2005,13,4146
3493,5/26/2005,14,4323
3494,5/26/2005,15,4564
3495,5/26/2005,16,4879
3496,5/26/2005,17,5269
3497,5/26/2005,18,5691
3498,5/26/2005,19,5867
3499,5/26/2005,20,5700
3500,5/26/2005,21,5636
3501,5/26/2005,22,5676
3502,5/26/2005,23,4968
3503,5/26/2005,24,4023
3504,5/27/2005,1,3362
3505,5/27/2005,2,3026
3506,5/27/2005,3,2863
3507,5/27/2005,4,2786
3508,5/27/2005,5,2851
3509,5/27/2005,6,3192
3510,5/27/2005,7,3885
3511,5/27/2005,8,4043
3512,5/27/2005,9,3869
3513,5/27/2005,10,4052
3514,5/27/2005,11,4311
3515,5/27/2005,12,4609
3516,5/27/2005,13,4963
3517,5/27/2005,14,5345
3518,5/27/2005,15,5692
3519,5/27/2005,16,5966
3520,5/27/2005,17,6121
3521,5/27/2005,18,6341
3522,5/27/2005,19,6474
3523,5/27/2005,20,6068
3524,5/27/2005,21,5730
3525,5/27/2005,22,5697
3526,5/27/2005,23,5087
3527,5/27/2005,24,4301
3528,5/28/2005,1,3606
3529,5/28/2005,2,3191
3530,5/28/2005,3,2995
3531,5/28/2005,4,2887
3532,5/28/2005,5,2851
3533,5/28/2005,6,2918
3534,5/28/2005,7,2993
3535,5/28/2005,8,3444
3536,5/28/2005,9,4050
3537,5/28/2005,10,4564
3538,5/28/2005,11,5044
3539,5/28/2005,12,5444
3540,5/28/2005,13,5534
3541,5/28/2005,14,5361
3542,5/28/2005,15,5215
3543,5/28/2005,16,5070
3544,5/28/2005,17,4956
3545,5/28/2005,18,4990
3546,5/28/2005,19,5113
3547,5/28/2005,20,4951
3548,5/28/2005,21,4843
3549,5/28/2005,22,4962
3550,5/28/2005,23,4563
3551,5/28/2005,24,3899
3552,5/29/2005,1,3357
3553,5/29/2005,2,3023
3554,5/29/2005,3,2834
3555,5/29/2005,4,2735
3556,5/29/2005,5,2706
3557,5/29/2005,6,2739
3558,5/29/2005,7,2789
3559,5/29/2005,8,3258
3560,5/29/2005,9,3818
3561,5/29/2005,10,4189
3562,5/29/2005,11,4266
3563,5/29/2005,12,4428
3564,5/29/2005,13,4703
3565,5/29/2005,14,5051
3566,5/29/2005,15,5309
3567,5/29/2005,16,5388
3568,5/29/2005,17,5316
3569,5/29/2005,18,5197
3570,5/29/2005,19,5071
3571,5/29/2005,20,4971
3572,5/29/2005,21,5054
3573,5/29/2005,22,5134
3574,5/29/2005,23,4636
3575,5/29/2005,24,4020
3576,5/30/2005,1,3426
3577,5/30/2005,2,3086
3578,5/30/2005,3,2916
3579,5/30/2005,4,2810
3580,5/30/2005,5,2806
3581,5/30/2005,6,2867
3582,5/30/2005,7,2931
3583,5/30/2005,8,3229
3584,5/30/2005,9,3707
3585,5/30/2005,10,4181
3586,5/30/2005,11,4576
3587,5/30/2005,12,4793
3588,5/30/2005,13,4865
3589,5/30/2005,14,4878
3590,5/30/2005,15,5043
3591,5/30/2005,16,5352
3592,5/30/2005,17,5789
3593,5/30/2005,18,6040
3594,5/30/2005,19,6086
3595,5/30/2005,20,5833
3596,5/30/2005,21,5732
3597,5/30/2005,22,5810
3598,5/30/2005,23,4980
3599,5/30/2005,24,4013
3600,5/31/2005,1,3335
3601,5/31/2005,2,3004
3602,5/31/2005,3,2844
3603,5/31/2005,4,2772
3604,5/31/2005,5,2831
3605,5/31/2005,6,3181
3606,5/31/2005,7,3747
3607,5/31/2005,8,3902
3608,5/31/2005,9,3803
3609,5/31/2005,10,3905
3610,5/31/2005,11,4126
3611,5/31/2005,12,4403
3612,5/31/2005,13,4699
3613,5/31/2005,14,4998
3614,5/31/2005,15,5192
3615,5/31/2005,16,5446
3616,5/31/2005,17,5772
3617,5/31/2005,18,6126
3618,5/31/2005,19,6252
3619,5/31/2005,20,6011
3620,5/31/2005,21,5971
3621,5/31/2005,22,6032
3622,5/31/2005,23,5196
3623,5/31/2005,24,4223
3624,6/1/2005,1,3262
3625,6/1/2005,2,2921
3626,6/1/2005,3,2731
3627,6/1/2005,4,2640
3628,6/1/2005,5,2695
3629,6/1/2005,6,2991
3630,6/1/2005,7,3536
3631,6/1/2005,8,3653
3632,6/1/2005,9,3492
3633,6/1/2005,10,3465
3634,6/1/2005,11,3517
3635,6/1/2005,12,3568
3636,6/1/2005,13,3551
3637,6/1/2005,14,3560
3638,6/1/2005,15,3569
3639,6/1/2005,16,3637
3640,6/1/2005,17,3765
3641,6/1/2005,18,4104
3642,6/1/2005,19,4383
3643,6/1/2005,20,4434
3644,6/1/2005,21,4603
3645,6/1/2005,22,4571
3646,6/1/2005,23,4103
3647,6/1/2005,24,3427
3648,6/2/2005,1,2945
3649,6/2/2005,2,2727
3650,6/2/2005,3,2616
3651,6/2/2005,4,2573
3652,6/2/2005,5,2643
3653,6/2/2005,6,2978
3654,6/2/2005,7,3508
3655,6/2/2005,8,3631
3656,6/2/2005,9,3532
3657,6/2/2005,10,3589
3658,6/2/2005,11,3660
3659,6/2/2005,12,3698
3660,6/2/2005,13,3663
3661,6/2/2005,14,3603
3662,6/2/2005,15,3560
3663,6/2/2005,16,3568
3664,6/2/2005,17,3681
3665,6/2/2005,18,3971
3666,6/2/2005,19,4250
3667,6/2/2005,20,4313
3668,6/2/2005,21,4498
3669,6/2/2005,22,4455
3670,6/2/2005,23,4025
3671,6/2/2005,24,3402
3672,6/3/2005,1,2940
3673,6/3/2005,2,2704
3674,6/3/2005,3,2621
3675,6/3/2005,4,2577
3676,6/3/2005,5,2622
3677,6/3/2005,6,2948
3678,6/3/2005,7,3456
3679,6/3/2005,8,3639
3680,6/3/2005,9,3612
3681,6/3/2005,10,3625
3682,6/3/2005,11,3665
3683,6/3/2005,12,3706
3684,6/3/2005,13,3723
3685,6/3/2005,14,3723
3686,6/3/2005,15,3726
3687,6/3/2005,16,3798
3688,6/3/2005,17,3908
3689,6/3/2005,18,4077
3690,6/3/2005,19,4210
3691,6/3/2005,20,4224
3692,6/3/2005,21,4393
3693,6/3/2005,22,4538
3694,6/3/2005,23,4284
3695,6/3/2005,24,3764
3696,6/4/2005,1,3274
3697,6/4/2005,2,2969
3698,6/4/2005,3,2785
3699,6/4/2005,4,2704
3700,6/4/2005,5,2690
3701,6/4/2005,6,2733
3702,6/4/2005,7,2866
3703,6/4/2005,8,3223
3704,6/4/2005,9,3725
3705,6/4/2005,10,4150
3706,6/4/2005,11,4493
3707,6/4/2005,12,4834
3708,6/4/2005,13,5118
3709,6/4/2005,14,5392
3710,6/4/2005,15,5710
3711,6/4/2005,16,6097
3712,6/4/2005,17,6502
3713,6/4/2005,18,6707
3714,6/4/2005,19,6633
3715,6/4/2005,20,6280
3716,6/4/2005,21,5916
3717,6/4/2005,22,5854
3718,6/4/2005,23,5325
3719,6/4/2005,24,4565
3720,6/5/2005,1,3840
3721,6/5/2005,2,3361
3722,6/5/2005,3,3087
3723,6/5/2005,4,2920
3724,6/5/2005,5,2834
3725,6/5/2005,6,2796
3726,6/5/2005,7,2814
3727,6/5/2005,8,3331
3728,6/5/2005,9,4175
3729,6/5/2005,10,5027
3730,6/5/2005,11,5623
3731,6/5/2005,12,6298
3732,6/5/2005,13,6951
3733,6/5/2005,14,7448
3734,6/5/2005,15,7779
3735,6/5/2005,16,7892
3736,6/5/2005,17,7916
3737,6/5/2005,18,7852
3738,6/5/2005,19,7557
3739,6/5/2005,20,7109
3740,6/5/2005,21,6859
3741,6/5/2005,22,6723
3742,6/5/2005,23,5868
3743,6/5/2005,24,4845
3744,6/6/2005,1,4073
3745,6/6/2005,2,3609
3746,6/6/2005,3,3350
3747,6/6/2005,4,3184
3748,6/6/2005,5,3157
3749,6/6/2005,6,3446
3750,6/6/2005,7,3984
3751,6/6/2005,8,4248
3752,6/6/2005,9,4497
3753,6/6/2005,10,5072
3754,6/6/2005,11,5838
3755,6/6/2005,12,6650
3756,6/6/2005,13,7329
3757,6/6/2005,14,7824
3758,6/6/2005,15,8029
3759,6/6/2005,16,8291
3760,6/6/2005,17,8376
3761,6/6/2005,18,8580
3762,6/6/2005,19,8596
3763,6/6/2005,20,8113
3764,6/6/2005,21,7738
3765,6/6/2005,22,7477
3766,6/6/2005,23,6422
3767,6/6/2005,24,5300
3768,6/7/2005,1,4443
3769,6/7/2005,2,4006
3770,6/7/2005,3,3677
3771,6/7/2005,4,3473
3772,6/7/2005,5,3435
3773,6/7/2005,6,3687
3774,6/7/2005,7,4176
3775,6/7/2005,8,4445
3776,6/7/2005,9,4496
3777,6/7/2005,10,4926
3778,6/7/2005,11,5627
3779,6/7/2005,12,6351
3780,6/7/2005,13,6994
3781,6/7/2005,14,7477
3782,6/7/2005,15,7719
3783,6/7/2005,16,7809
3784,6/7/2005,17,6974
3785,6/7/2005,18,5985
3786,6/7/2005,19,6022
3787,6/7/2005,20,6147
3788,6/7/2005,21,6009
3789,6/7/2005,22,5684
3790,6/7/2005,23,4968
3791,6/7/2005,24,4162
3792,6/8/2005,1,3552
3793,6/8/2005,2,3205
3794,6/8/2005,3,3017
3795,6/8/2005,4,2884
3796,6/8/2005,5,2905
3797,6/8/2005,6,3201
3798,6/8/2005,7,3738
3799,6/8/2005,8,3951
3800,6/8/2005,9,3930
3801,6/8/2005,10,4057
3802,6/8/2005,11,4589
3803,6/8/2005,12,5393
3804,6/8/2005,13,6134
3805,6/8/2005,14,6805
3806,6/8/2005,15,7246
3807,6/8/2005,16,7596
3808,6/8/2005,17,7947
3809,6/8/2005,18,8184
3810,6/8/2005,19,8130
3811,6/8/2005,20,7643
3812,6/8/2005,21,7308
3813,6/8/2005,22,7159
3814,6/8/2005,23,6257
3815,6/8/2005,24,5161
3816,6/9/2005,1,4331
3817,6/9/2005,2,3807
3818,6/9/2005,3,3505
3819,6/9/2005,4,3334
3820,6/9/2005,5,3326
3821,6/9/2005,6,3657
3822,6/9/2005,7,4215
3823,6/9/2005,8,4473
3824,6/9/2005,9,4422
3825,6/9/2005,10,4572
3826,6/9/2005,11,5038
3827,6/9/2005,12,5802
3828,6/9/2005,13,6399
3829,6/9/2005,14,6936
3830,6/9/2005,15,7397
3831,6/9/2005,16,7595
3832,6/9/2005,17,7517
3833,6/9/2005,18,7424
3834,6/9/2005,19,7296
3835,6/9/2005,20,6928
3836,6/9/2005,21,6805
3837,6/9/2005,22,6680
3838,6/9/2005,23,5939
3839,6/9/2005,24,4975
3840,6/10/2005,1,4210
3841,6/10/2005,2,3751
3842,6/10/2005,3,3481
3843,6/10/2005,4,3320
3844,6/10/2005,5,3339
3845,6/10/2005,6,3656
3846,6/10/2005,7,4266
3847,6/10/2005,8,4544
3848,6/10/2005,9,4630
3849,6/10/2005,10,4941
3850,6/10/2005,11,5387
3851,6/10/2005,12,5770
3852,6/10/2005,13,6122
3853,6/10/2005,14,6584
3854,6/10/2005,15,6898
3855,6/10/2005,16,7309
3856,6/10/2005,17,7511
3857,6/10/2005,18,7686
3858,6/10/2005,19,7592
3859,6/10/2005,20,7037
3860,6/10/2005,21,6650
3861,6/10/2005,22,6514
3862,6/10/2005,23,5851
3863,6/10/2005,24,4976
3864,6/11/2005,1,4154
3865,6/11/2005,2,3631
3866,6/11/2005,3,3306
3867,6/11/2005,4,3098
3868,6/11/2005,5,3000
3869,6/11/2005,6,2989
3870,6/11/2005,7,3049
3871,6/11/2005,8,3548
3872,6/11/2005,9,4302
3873,6/11/2005,10,4987
3874,6/11/2005,11,5561
3875,6/11/2005,12,6103
3876,6/11/2005,13,6577
3877,6/11/2005,14,6983
3878,6/11/2005,15,7309
3879,6/11/2005,16,7470
3880,6/11/2005,17,7489
3881,6/11/2005,18,7614
3882,6/11/2005,19,7351
3883,6/11/2005,20,6938
3884,6/11/2005,21,6495
3885,6/11/2005,22,6405
3886,6/11/2005,23,5837
3887,6/11/2005,24,5029
3888,6/12/2005,1,4274
3889,6/12/2005,2,3768
3890,6/12/2005,3,3437
3891,6/12/2005,4,3224
3892,6/12/2005,5,3115
3893,6/12/2005,6,3110
3894,6/12/2005,7,3147
3895,6/12/2005,8,3614
3896,6/12/2005,9,4390
3897,6/12/2005,10,5170
3898,6/12/2005,11,5814
3899,6/12/2005,12,6378
3900,6/12/2005,13,6945
3901,6/12/2005,14,7405
3902,6/12/2005,15,7705
3903,6/12/2005,16,7744
3904,6/12/2005,17,8026
3905,6/12/2005,18,7982
3906,6/12/2005,19,7699
3907,6/12/2005,20,7368
3908,6/12/2005,21,7099
3909,6/12/2005,22,7064
3910,6/12/2005,23,6335
3911,6/12/2005,24,5405
3912,6/13/2005,1,4669
3913,6/13/2005,2,4228
3914,6/13/2005,3,3969
3915,6/13/2005,4,3798
3916,6/13/2005,5,3796
3917,6/13/2005,6,4179
3918,6/13/2005,7,4703
3919,6/13/2005,8,4837
3920,6/13/2005,9,4893
3921,6/13/2005,10,5271
3922,6/13/2005,11,5949
3923,6/13/2005,12,6540
3924,6/13/2005,13,7017
3925,6/13/2005,14,7403
3926,6/13/2005,15,7632
3927,6/13/2005,16,8034
3928,6/13/2005,17,8406
3929,6/13/2005,18,8566
3930,6/13/2005,19,8666
3931,6/13/2005,20,8395
3932,6/13/2005,21,8035
3933,6/13/2005,22,7779
3934,6/13/2005,23,6888
3935,6/13/2005,24,5765
3936,6/14/2005,1,4993
3937,6/14/2005,2,4543
3938,6/14/2005,3,4275
3939,6/14/2005,4,4079
3940,6/14/2005,5,4052
3941,6/14/2005,6,4321
3942,6/14/2005,7,4810
3943,6/14/2005,8,5126
3944,6/14/2005,9,5520
3945,6/14/2005,10,6151
3946,6/14/2005,11,6837
3947,6/14/2005,12,7530
3948,6/14/2005,13,8038
3949,6/14/2005,14,8498
3950,6/14/2005,15,8881
3951,6/14/2005,16,9134
3952,6/14/2005,17,9229
3953,6/14/2005,18,9459
3954,6/14/2005,19,9681
3955,6/14/2005,20,9331
3956,6/14/2005,21,8794
3957,6/14/2005,22,8484
3958,6/14/2005,23,7452
3959,6/14/2005,24,6196
3960,6/15/2005,1,5162
3961,6/15/2005,2,4579
3962,6/15/2005,3,4192
3963,6/15/2005,4,3933
3964,6/15/2005,5,3846
3965,6/15/2005,6,4065
3966,6/15/2005,7,4627
3967,6/15/2005,8,5013
3968,6/15/2005,9,5423
3969,6/15/2005,10,6033
3970,6/15/2005,11,6736
3971,6/15/2005,12,7354
3972,6/15/2005,13,7824
3973,6/15/2005,14,8256
3974,6/15/2005,15,8653
3975,6/15/2005,16,8965
3976,6/15/2005,17,9169
3977,6/15/2005,18,9106
3978,6/15/2005,19,9039
3979,6/15/2005,20,8803
3980,6/15/2005,21,8179
3981,6/15/2005,22,7870
3982,6/15/2005,23,6892
3983,6/15/2005,24,5664
3984,6/16/2005,1,4700
3985,6/16/2005,2,4092
3986,6/16/2005,3,3719
3987,6/16/2005,4,3450
3988,6/16/2005,5,3367
3989,6/16/2005,6,3625
3990,6/16/2005,7,4077
3991,6/16/2005,8,4423
3992,6/16/2005,9,4687
3993,6/16/2005,10,5108
3994,6/16/2005,11,5723
3995,6/16/2005,12,6320
3996,6/16/2005,13,6792
3997,6/16/2005,14,7209
3998,6/16/2005,15,7458
3999,6/16/2005,16,7727
4000,6/16/2005,17,7986
4001,6/16/2005,18,8213
4002,6/16/2005,19,8110
4003,6/16/2005,20,7552
4004,6/16/2005,21,7128
4005,6/16/2005,22,6999
4006,6/16/2005,23,6133
4007,6/16/2005,24,4955
4008,6/17/2005,1,4063
4009,6/17/2005,2,3538
4010,6/17/2005,3,3190
4011,6/17/2005,4,2996
4012,6/17/2005,5,2948
4013,6/17/2005,6,3215
4014,6/17/2005,7,3620
4015,6/17/2005,8,3790
4016,6/17/2005,9,3804
4017,6/17/2005,10,3916
4018,6/17/2005,11,4244
4019,6/17/2005,12,4700
4020,6/17/2005,13,5177
4021,6/17/2005,14,5632
4022,6/17/2005,15,6088
4023,6/17/2005,16,6540
4024,6/17/2005,17,6919
4025,6/17/2005,18,7147
